utterance_id	speaker_id	target_id	utterance_text
156	P00608	P00002	Sr. Presidente, Sr. Ministro, Srs. Secretários de Estado, Sr. e Srs. Deputados: A ciência e a investigação científica entusiasmam crianças, jovens e adultos de um modo indescritível. A curiosidade e a ambição do conhecimento, a procura de soluções para os problemas, o confronto de ideias, a audácia do pensamento, são alguns dos alicerces de um encantamento único. Não surpreende a forma extraordinária como tem crescido a comunidade de jovens portugueses que se deixam seduzir pela ciência. Nas últimas décadas, Portugal deu um salto qualitativo incontestável no domínio da ciência. Não se pode, agora, desperdiçar um trajeto que, de forma sólida e progressiva, nos colocou num patamar competitivo internacional. Nos últimos quatro anos, estivemos muito perto de arruinar este percurso, pelo mau desempenho de um Governo que cortou no ensino superior e na ciência, manipulou os procedimentos de avaliação e muito fez para desacreditar décadas de uma política científica decisiva para o País, conduzida por um português excecional: Mariano Gago. O Partido Socialista tem a responsabilidade de inverter este rumo, recuperando uma das políticas públicas mais reformadoras do Portugal moderno. Estou certa de que a nova direção da FCT é já um passo importante neste novo caminho, pelo que queria aproveitar a circunstância para congratular o Sr. Ministro e a Sr.ª Secretária de Estado. É preciso dar continuidade ao esforço formativo, assumindo a ciência como fonte e expressão da vitalidade criativa do País. Na educação e na ciência, está a força empreendedora de Portugal. A ciência nacional é, hoje, muito produtiva e o seu impacto não deixará de se refletir no desenvolvimento do País, mas para isso é indispensável garantir a estabilidade das universidades portuguesas, instituições que têm revelado uma gestão eficiente do financiamento público, respeitando os orçamentos e garantindo um ensino consistentemente bem avaliado pelos indicadores internacionais. É nas universidades e nos politécnicos que se fomenta em grande medida a atividade científica nacional, pelo que importa assegurar o funcionamento adequado destas instituições que, para além de desenvolverem o trabalho que lhes compete — no ensino e na atividade de investigação —, têm ainda a responsabilidade de manter vivas as expectativas dos jovens que tentam o seu percurso profissional na ciência. Fragilizar a instituição universitária concorreria para o declínio da ciência nacional e, sobretudo, seria um forte contributo para o retrocesso de Portugal. A ambição política tem de ser capaz de proporcionar oportunidades para os jovens investigadores portugueses, eles estão disponíveis para dar o seu melhor contributo e promover o desenvolvimento competitivo do País. Estas oportunidades devem ser criadas em ambiente empresarial, mas também nas universidades e nos politécnicos, fomentando as sinergias entre os dois mundos. Reconhecendo a compreensão e a sensibilidade que o Sr. Ministro tem para este assunto, pergunto-lhe: como pensa contrariar a precariedade do emprego dos jovens investigadores e promover o emprego científico, apoiando as empresas e a atividade económica em geral? De que forma vai associar esta estratégia à renovação urgente do corpo docente das instituições universitárias?
157	P00001	P00585	Para pedir esclarecimentos, tem a palavra o Sr. Deputado Abel Baptista.
158	P00585	P00608	Sr. Presidente, Sr. Ministro, Srs. Secretários de Estado, Sr.ª Deputada Helena Freitas, foi um gosto ouvi-la mas também foi um gosto ouvir numa parte do seu discurso contradizer o discurso que, durante anos, foi o do Partido Socialista.
159	P00262	P00585	Muito bem!
160	P00585	P00608	Comecemos pela execução orçamental. É que isso não é um encantamento único, sabe, Sr.ª Deputada? Vejamos: execução orçamental, 2007, FCT, 41% do orçamentado; execução orçamental, 2008, FCT, 36% do orçamentado; execução orçamental, 2009, FCT, 34% do orçamentado, sem mais nenhuma fonte de financiamento extra, Sr. Ministro. Vamos aguardar para ver qual vai ser agora o seu orçamento e depois cá estaremos para ver a sua execução! Durante os anos de governação do PSD/CDS, além das fontes de financiamento do FCT, a ciência tinha financiamento através de programas, de projetos e de candidaturas diretas das universidades. Sr. Ministro, vamos continuar a ter projetos? Vamos continuar a ter candidaturas para financiamento? A FCT vai ser a única entidade a financiar a ciência?
161	P00262	P00585	Muito bem!
162	P00585	P00608	Sr.ª Deputada Helena Freitas, uma última nota que tem a ver com uma questão que aqui colocou e que tão criticada foi anteriormente pelo Partido Socialista. A Sr.ª Deputada perguntou ao Sr. Ministro, eu até tomei nota, o seguinte: «Sr. Ministro, que programas tem para o emprego de jovens cientistas para apoiar as empresas à sua contratação?». Diga-me, Sr.ª Deputada: essa não foi uma medida que tantas vezes exigimos…
163	P00262	P00585	Ora bem!
164	P00585	P00608	… e que tantas vezes quisemos trabalhar, e trabalhámo-la, com as empresas porque só 3% dos doutorados, em Portugal, trabalham nas empresas e tantas vezes foi criticada pelo Partido Socialista, porque, diziam, os doutores deveriam estar só a trabalhar na investigação?!
165	P00594	P00585	Não é verdade!
166	P00262	P00594	É verdade, é!
167	P00585	P00594	É verdade, é, Sr.ª Deputada Elza Pais. E V. Ex.ª, pela sua própria voz, referiu-o muitas vezes neste Parlamento.
168	P00594	P00585	Não minta!
169	P00001	P00608	Para responder, tem a palavra a Sr.ª Deputada Helena Freitas.
170	P00608	P00585	Presidente, Sr. Deputado, a sua pergunta é, de facto, muito complexa e abrangente, mas devo dizer-lhe…
171	P00585	P00608	É para isso que cá estamos!
172	P00608	P00585	É para isso que cá estamos, com certeza. Relativamente ao financiamento na investigação científica, não há qualquer dúvida de que houve um decréscimo muito significativo e, mais do que um decréscimo global do financiamento na investigação científica em Portugal, mais do que isso, foi a forma perversa, manipulada e absolutamente insensata como ela foi realizada. O processo de avaliação das unidades de investigação científica foi absolutamente escandaloso.
173	P00370	P00608	Espero que tenha provas disso!
174	P00608	P00585	Relativamente à questão que o Sr. Deputado Abel Baptista me colocou, que é muito pertinente e muito importante para Portugal, sobre o enquadramento dos jovens investigadores e o seu futuro, o que podemos fazer com estes jovens investigadores, não sei se esteve atento àquilo que li, mas é meu entendimento que a aposta deve ser de duas formas: uma, no ambiente empresarial, e outra, nas universidades. Não há dúvida nenhuma — e os números espelham-no muito bem — de que não temos tido grande sucesso no enquadramento dos jovens investigadores em ambiente empresarial, designadamente nas empresas. Tem havido algum fomento que é, sobretudo, realizado pelas universidades, mas, infelizmente, temos tido pouco sucesso. Daí que eu diga que o que importa — e não estou a atribuir o insucesso a um ou a outro Governo, isso não importa hoje — é percebermos que este Governo pretende apostar de uma forma consistente e recuperar aquilo que foi investimento na ciência e percebermos por onde é que podemos caminhar. E não há dúvida de que é importante que se consiga fazer esta sinergia entre o enquadramento dos jovens nas empresas e o enquadramento dos jovens nas universidades. Isto é absolutamente vital para o País e eu tenho a firme convicção de que este Governo saberá entender a responsabilidade que também tem nesta matéria. Tenho total confiança nesta equipa!
175	P00001	P00609	Para uma intervenção, tem a palavra a Sr.ª Deputada Nilza de Sena.
176	P00603	P00002	Sr. Presidente, Sr. Ministro, Sr. e Srs. Deputados: Um dos desígnios do governo, qualquer governo, é fazer de Portugal um País de ciência, de cultura e de conhecimento. O investimento nestas áreas é um projeto coletivo para o futuro do País e que é necessário para elevar a qualificação da população e convergirmos com os países mais desenvolvidos da Europa. Está claro para todos, com a Carta de Princípios que o Governo anunciou, que o PS quer manter a ciência no patamar de 2005-2011 — nas mesmas práticas de sempre ou incapazes de evoluir para standards internacionais que nos permitam o desenvolvimento sobredito. Tal como noutras áreas que são conhecidas, a regra de ouro é reverter, voltar atrás, retroceder. O ódio cego à nossa política faz o impensável e o insano. Desfazer mesmo o que foi bem feito. É preciso lembrar o PS, o Governo e os comunistas das várias esquerdas que o PSD nunca procedeu desta forma. Pelo contrário, respeitámos o legado de Mariano Gago…
177	P00317	P00609	É preciso ter lata!
178	P00603	P00002	… e trabalhámos sem deixar de reconhecer o seu empenho. Melhorando, acrescentando, mas nunca destruindo. No Governo do Dr. António Costa, não contam os resultados, apenas a teimosia. Não se consideram os factos, apenas se fazem distorções. Não se reconhece o avanço, defendem-se outros interesses. É isso que vemos também na ciência. Senão vejamos: se houve progresso em 2013, foi a avaliação efetuada pela European Science Foundation. Podemos admitir imperfeições, podemos divergir aqui e ali, mas a verdade é que foi um avanço considerável face ao que era a prática anterior. Uma avaliação externa, independente, cega, com pareceres anónimos e sem pressões. Não foi consensual, é verdade, mas introduziu melhorias, transparência, exigência e competitividade. E a verdade é que, depois de uma avaliação idónea,…
179	P00594	P00609	Idónea?!
180	P00603	P00002	… não houve destruição das unidades de I&D: 80% das unidades avaliadas foram financiadas, aumentou o financiamento anual e 90% dos doutorados estavam envolvidos nessas unidades avaliadas. Isso marca um paradigma diferente do que acontecia até então, em que poucas unidades, apenas 26 em 319 — repito, 26 em 319 —, recebiam 60% do financiamento institucional da FCT. Hoje, podemos orgulhar-nos do facto de haver 71 unidades em 257 avaliadas que tiveram «Excecional» ou «Excelente», revelando a solidez e a qualidade crescente da nossa ciência. Sabendo em que ponto encontrámos o nosso Sistema Científico e Tecnológico Nacional (SCTN), com quebras em 2009, em 2010 e em 2011, é motivo de orgulho saber que, mesmo com o difícil período de ajustamento, conseguimos colocar a ciência num percurso crescente de investimento, em que reforçámos sempre a dotação da FCT, ao contrário do que este Governo se propõe fazer. É por esse motivo que o orçamento da ciência para 2016 é um mau prenúncio. Por aí se vê o desinvestimento na ciência, porque se desencontram as palavras dos atos e isso colide com o foguetório que durante quatro anos propalou mensagens irreais e desmesuradas sobre a política prosseguida. Não reconhecer que se melhorou já era em si mesmo uma negação, mas não reconhecer nada e beneficiar dos esforços do anterior Governo na reprogramação estratégica do QREN e do novo quadro comunitário é mesmo um absurdo. Sr. Ministro da Ciência, Tecnologia e Ensino Superior, o anterior Governo manteve Portugal nas organizações internacionais — na ESA, no CERN, na EMBO, etc. —, aderiu a novos projetos, manteve mecanismos de cooperação com vários países, entre os quais os PALOP, reforçou a presença de Portugal no Espaço Europeu da Investigação e manteve compromissos internacionais do Governo socialista. Mas, no caso das parcerias, reduziu-as ao essencial. A avaliação da Academia da Finlândia não teve um parecer positivo sobre as mesmas: demasiado caras e com uma estrutura de financiamento completamente assimétrica. Não eram parcerias reais, o custo era praticamente suportado por apenas uma das partes — no caso, por nós — e, na prática, era quase uma prestação de serviços. O Governo anterior do PS orçamentou, aproximadamente, 140 milhões de euros, entre 2006 e 2011, dos quais 70 milhões de euros, ou seja, metade, foram diretamente para os nossos parceiros americanos. Por cada euro de dinheiro público gasto, diretamente do Orçamento do Estado, diretamente do esforço fiscal dos contribuintes, metade ia para salários e overheads de instituições americanas. O Governo da então maioria PSD/CDS-PP cortou cerca de 70% destas parcerias, pois representavam um encargo elevadíssimo para o País e com pouco retorno. Não deixa de ser curioso que o modelo de parcerias feito por Portugal no tempo de
181	P00001	P00609	Já ultrapassou o seu tempo, Sr.ª Deputada.
182	P00603	P00002	Estou a terminar, Sr. Presidente. O apoio à ciência e tecnologia em Portugal, entre 2011 e 2015, foi objetivamente forte, determinado e, ao contrário do que alguns dizem, não disruptivo, pois continuou a seguir o modelo anterior de «banda larga», isto é, com todas as áreas de ciência e tecnologia apoiadas, sem discriminação positiva ou negativa. O Sr. Ministro Manuel Heitor vai ainda a tempo de não ficar com o rótulo do Ministro que traiu a ciência, porque a inferiorizou. Numa ânsia inaudita de reverter tudo, esqueceu mesmo que para evoluir podemos só acrescentar, mas nunca subtrair.
183	P00001	P00605	Para uma intervenção, tem a palavra a Sr.ª Deputada Joana Mortágua.
184	P00605	P00002	Sr. Presidente, Sr. Ministro da Ciência, Tecnologia e Ensino Superior: Ainda em outubro de 2015 e, portanto, não há muitos meses, a Faculdade de Ciências da Universidade de Lisboa anunciava uma bolsa de técnico de investigação para função de rececionista e telefonista. Isto — nós conhecemos — é uma realidade! Jardineiro, técnico de manutenção, administrativo, até pedreiro, tudo apareceu em bolsas de investigação. São necessidades permanentes que estão a ser cobertas por falsas bolsas de investigação, que deviam poder estar ao serviço da investigação de quem delas, de facto, precisa, enquanto nos outros casos o que é necessário é um contrato de trabalho. A Associação de Combate à Precariedade levou a cabo um amplo estudo sobre a investigação em Portugal, cujos resultados são os seguintes: 69% dos investigadores são bolseiros e apenas 15,7% têm vínculo laboral; 77,8% dos investigadores nunca tiveram um contrato de trabalho; 50,2% dos bolseiros acumulam entre 5 e 15 anos nesta condição; 64,7% dos investigadores doutorados são bolseiros; 79,5% dos investigadores que estiveram desempregados não tiveram acesso a proteção social no desemprego. Estes dados revelam uma realidade de grande precariedade na investigação e preocupa-me a ausência de resposta
185	P00001	P00270	Também para uma intervenção, tem a palavra o Sr. Deputado Miguel Tiago.
186	P00270	P00002	Sr. Presidente, Sr. Ministro da Ciência, Tecnologia e Ensino Superior, Srs. Membros do Governo, Srs. Deputados: O discurso da propaganda em torno da ciência e tecnologia é muito utilizado e também vamos mal se começarmos a tentar criar aqui o exercício de que isto estava tudo muito bem, mas, depois, o PSD e o CDS deram cabo de tudo.
187	P00370	P00270	Muito bem!
188	P00270	P00002	Na verdade, não estava tudo muito bem, havia problemas estruturais no Sistema Científico e Tecnológico Nacional e o PSD e o CDS aprofundaram esses problemas, degradaram ainda mais a política nessa dimensão,…
189	P00370	P00270	Isso já não!
190	P00270	P00002	… o que não significa — e de todo o PCP subscreve essa ideia — que antes era um «mar de rosas» e o legado que foi deixado era maravilhoso; bem pelo contrário, os problemas tenderam a agravar-se e já tendiam a agravar-se. Vejamos os números em torno da propaganda sobre o financiamento: ascende acima de 1% do PIB afeto a atividades de investigação e desenvolvimento, mas, desses 1% do PIB, que agora já são mais, são quase 1,5% do PIB, mais de metade é do setor privado e surge, principalmente, quando começa a existir um benefício fiscal que permite que as grandes empresas, os grandes grupos económicos declarem praticamente o que lhes apetece como investimento na investigação e desenvolvimento. Vejamos qual é o setor que, em Portugal, mais investe na investigação e desenvolvimento. Os Srs. Deputados sabem qual é? É o setor da banca e dos seguros! É o setor financeiro, para desenvolver produtos financeiros, precisamente os mesmos que, depois, são vendidos aos clientes dos bancos, rebentam nas mãos do Estado e ficam por pagar, como, por exemplo, nomeadamente, obrigações do BES que se converteram, mais tarde, em problemas para o Estado português resolver. Trata-se de produtos financeiros que foram investigados na banca com a afetação de milhões de euros! Por exemplo, o Millenium BCP e o BPI contam-se entre as empresas que mais investem em investigação e desenvolvimento e declaram, cada um deles, qualquer coisa como 140 pessoas ao serviço equivalente a tempo integral a trabalhar em investigação e desenvolvimento. Quantos doutorados têm nos seus quadros? Que se saiba, não há doutorados no setor da investigação ou, pelo menos, não os declaram. A própria PT, que é a empresa que mais investe em Portugal em investigação e desenvolvimento — e sobre esta tenho menos dúvidas do que em relação à banca que faça, de facto, investigação e desenvolvimento —, ainda assim, declara um pessoal total, em investigação e desenvolvimento, de 370 pessoas ao serviço equivalente a tempo integral. E quantos doutorados em tempo integral? Quatro! Isto mostra bem a fragilidade de toda esta conversa sobre o Sistema Científico e Tecnológico Nacional, que visa tornar a política de ciência e tecnologia apenas num penacho para enfeitar a política dos sucessivos Governos. Srs. Deputados, enquanto tentarmos esconder estes problemas, não os vamos resolver.
191	P00001	P00270	Peço-lhe para concluir, Sr. Deputado.
192	P00270	P00002	… por investigador, temos metade do financiamento da média da União Europeia, por mais voltas que dêmos, este problema do financiamento é a base de todos os outros, incluindo o combate ao congelamento nas carreiras e o combate à precariedade. Na base de todos os problemas, continua a estar a opção política de financiar, investir e fazer com que o Estado protagonize ou não o investimento público no Sistema Científico e Tecnológico Nacional.
193	P00001	P00594	Ainda para uma intervenção, tem a palavra a Sr.ª Deputada Elza Pais.
194	P00594	P00002	Sr. Presidente, Sr. e Srs. Deputados: Queria cumprimentar o Sr. Ministro e a Sr.ª Secretária de Estado da Ciência, Tecnologia e Ensino Superior, pessoas com provas dadas e com uma ideia de futuro para a ciência. Começo por lamentar a desvalorização que a direita fez deste debate, ao considerar que a ciência não é suficientemente importante para termos aqui um debate autónomo. Portanto, Sr. Ministro e Sr.ª Secretária de Estado, podemos dizer que a ciência está mesmo de volta, queiram ou não os Srs. Deputados do PSD. E está de volta, porque está a dialogar com a comunidade científica, com os investigadores, com os bolseiros, diálogo, esse, que foi interrompido pelos senhores. Mas está de volta mais do que isso, está de volta uma estratégia para a ciência, está de volta uma ideia de ciência com futuro, de acesso em «banda larga», como foi dito pelo Sr. Ministro, coisa que os senhores cortaram, estreitando-a, para terem uma nata que não traduzia a democratização, antes pelo contrário, impedia a democratização da ciência. Portanto, estamos a virar a página negra que Castro inscreveu na ciência em Portugal e que, Sr.ª Deputada Nilza de Sena — ouça-me! —, mereceu os mais ferozes gritos de alerta por parte da comunidade científica e do conselho de reitores! Um alerta de toda a gente! Ninguém ficou de fora, a não ser os senhores! Por isso, saudamos, Sr. Ministro, a visão estratégica do Governo para a ciência, que vai abandonar o experimentalismo e um paradigma que considero o paradigma falhado, o paradigma não é da excelência, porque a excelência todos queremos, mas, sim, da falsa excelência, que o Governo anterior tentou impor. Mas
195	P00597	P00594	Muito bem!
196	P00594	P00002	… que caracterizaram a gestão de Crato. O sistema científico e tecnológico nacional está de volta e descanse, Sr. Deputado Miguel Tiago, porque este Governo vai inverter a tendência da precariedade laboral e dos cortes brutais nas bolsas de investigação…
197	P00270	P00594	Com certeza!
198	P00594	P00002	… que levaram milhares de investigadores à emigração forçada, que aqui denunciámos, e à fuga de cérebros. Está prevista no Programa do Governo a contratação de jovens com o doutoramento e sem o doutoramento — temos aqui uma divergência, mas é mesmo assim. De qualquer modo, esta questão vai ser resolvida no quadro da atual governação, pelo menos, no que diz respeito às bolsas para os doutorados. Está em curso, por isso, uma nova estratégia de contratação do emprego científico. Temos uma nova agenda política para a ciência e uma agenda para a investigação e a inovação. E temos um projeto, os laboratórios de participação pública, que vai estimular o envolvimento da sociedade civil, por um lado, dos jovens investigadores, por outro, e também das regiões. Ou seja, vamos ter uma agenda da ciência associada a uma agenda de desenvolvimento, que não tínhamos, antes, pelo contrário, essa agenda de desenvolvimento tinha sido bloqueada. Saudamos, por isso, Sr. Ministro e Sr.ª Secretária de Estado, as prioridades do Governo nesta matéria, designadamente a valorização do ensino politécnico, de base regional, que muito contribuirá para o desenvolvimento das nossas regiões, a ciência aberta, de acesso aberto, a ciência alargada e a democratização do conhecimento como deve suceder, porque o conhecimento não pode ser só para alguns, temos de cumprir o princípio constitucional da igualdade no acesso ao conhecimento, e o Programa do Governo vai nesse sentido. Saudamos o diálogo que já se iniciou com a comunidade científica, porque é desta estratégia que a ciência precisa, é desta estratégia que Portugal precisa. A direita, agora, está preocupada com a margem para a contratação e para o rejuvenescimento. Sr.ª Deputada Nilza de Sena, deveria ter vindo há quatro anos, porque destruíram a contratação e impediram o rejuvenescimento. Sr.ª Deputada Nilza de Sena, a direita, quando foi discursar na tribuna, esqueceu-se de dizer que houve cortes brutais, de 65% e de 40%, nas bolsas de doutoramento e de pós-doutoramento.
199	P00352	P00594	Não é verdade!
200	P00594	P00002	… para nos taparem os olhos com a poeira, mas não conseguiram, nem a nós, nem aos cientistas,… … porque tiveram cientistas de renome, como Sobrinho Simões, a dizer que a última governação estava a tentar fazer uma destruição criativa da ciência. Mas, felizmente, ainda vamos a tempo de a impedir.
201	P00001	P00585	Para uma intervenção, tem a palavra o Sr. Deputado Abel Baptista.
202	P00585	P00002	Sr. Presidente, Srs. Membros do Governo, Sr. e Srs. Deputados: Tive de transformar em intervenção um pedido de esclarecimento que eu tinha para formular ao Partido Socialista, porque fiquei abismado com duas afirmações da Sr.ª Deputada Elza Pais, e gostaria de as ver esclarecidas por parte do Partido Socialista e da Sr.ª Deputada. Há aqui duas coisas que não batem certo: ciência, investigação científica e procura de conhecimento não é uma questão de democratização, é uma questão de escolha daqueles que melhor são capazes para o fazer.
203	P00601	P00585	Exatamente!
204	P00585	P00002	Isso, sim, leva à excelência, que V. Ex.ª diz ser o que queremos. Ora, Sr.ª Deputada, explique-nos como é que quer democratização do acesso à investigação científica com a excelência. É que isto não bate certo! Isto porque uma coisa é, e nisto estamos de acordo, o acesso à ciência, aos resultados da investigação e à aplicação prática desses resultados. Nisto, sim, estamos de acordo. Agora, Sr.ª Deputada, democratização da ciência no sentido de ser igual para todos, de não ser necessário fazer seleção, de não ser preciso selecionar ninguém, isto não resulta. Isso é uma governação que nada transfere para aquilo que deve ser o mérito, para aquilo que deve ser o saber, para aquilo que deve ser a investigação, para, efetivamente, aquela que vale a pena e merece fundos públicos para, depois, estar ao serviço de todos,…
205	P00270	P00585	É o contrário do que fizeram!
206	P00585	P00002	… para os seus resultados, estes, sim, serem para todos.
207	P00001	P00002	Srs. Deputados, concluído o debate, passamos à fase de encerramento do debate. Para uma intervenção, tem a palavra o Sr. Deputado Miguel Tiago.
208	P00270	P00002	Sr. Presidente, Srs. Membros do Governo, Srs. Deputados: Além da propaganda dos sucessivos governos, o sistema científico e tecnológico nacional tem profundas carências nos mais diversos planos, humano, técnico, material, financeiro, económico e político. No plano humano, porque, além dos discursos dos governos que gostam de usar a ciência e tecnologia como elemento decorativo das suas políticas, a verdade é que, de acordo com a evolução dos dados do Inquérito ao Potencial Científico e Tecnológico Nacional, existe uma enorme massa de investigadores que ocupam uma importante parte do seu tempo em tarefas técnicas, desviando o seu potencial para tarefas administrativas ou técnicas, o que demonstra que continua a faltar um grande investimento no sistema, nomeadamente, também, nos recursos humanos. Nos planos técnico e material, porque as instituições estão dotadas, em muitos casos, de material obsoleto, que não é modernizado há décadas. No plano financeiro, porque o principal sector do sistema, o do ensino superior, está sujeito a um financiamento muito aquém do necessário e porque os Laboratórios do Estado, outro dos pilares fundamentais do sistema, estão sujeitos a normas de financiamento completamente desajustadas da sua missão e do seu trabalho, colocando laboratórios, universidades e politécnicos a competirem por verbas, ao invés de cooperarem, como uma rede. No plano económico, porque a política de destruição do aparelho produtivo e o abandono das atividades produtivas e da exploração nacional dos recursos têm colocado o funcionamento da economia ao serviço dos grandes interesses económicos e, muitas vezes, ao serviço de interesses estrangeiros. Esse abandono de uma política de estímulo à atividade produtiva orienta a investigação para áreas cujo único objetivo é disputar financiamento, ao invés de resolver questões sociais e económicas do País. Há problemas no plano político, porque inexiste uma estratégia que defina a missão de cada instituição, de cada um dos pilares do sistema científico e tecnológico nacional. Para um sistema científico e tecnológico nacional capaz de dar resposta às necessidades do País, é necessário, antes de mais, resolver esses problemas estruturais com o recrutamento de técnicos, a libertação de investigadores para tarefas de real investigação e, ao mesmo tempo, mais do que duplicar o investimento público em investigação e desenvolvimento, na medida em que o financiamento per capita de investigador tem sido uma forte limitação ao potencial científico do País. De pouco serve dispor de 100 investigadores, por exemplo, se só existem recursos financeiros para 50. É preciso revalorizar as carreiras de investigação e permitir a regular progressão na carreira e o restabelecimento do fluxo geracional de conhecimento, que só pode ser assegurado com uma política que ponha fim à precariedade, que fixe e traga de volta os jovens qualificados que este País, infelizmente, tem visto partir. Um sistema científico e tecnológico subordinado aos critérios de financiamento competitivo e à União Europeia desvia o nosso potencial nacional para o cumprimento de objetivos que em nada se relacionam com os objetivos do País. A total fixação em orçamentos competitivos na obtenção de financiamento para projetos, tendo em vista, única e exclusivamente, o PEI (parceria europeia de inovação) para publicação, e a disputa do projeto europeu fazem com que ao invés de estabelecermos as linhas fundamentais para a nossa investigação, seja nas áreas sociais, seja nas aplicadas, seja nas fundamentais, sejamos desviados para a obtenção imediata desses resultados, que são, enfim, meramente contabilísticos e que não têm um efeito objetivo na promoção da estrutura do nosso sistema científico e tecnológico nacional. Uma nova política para o País tem de implicar uma nova política para o sistema científico e tecnológico e vice-versa. Não pode existir uma política de ciência e tecnologia que amplie o potencial científico e o coloque ao serviço do País, enquanto as opções políticas nacionais, centrais, continuarem no rumo de afundamento nacional que o anterior Governo tanto aprofundou.
209	P00001	P00270	Peço-lhe que conclua, Sr. Deputado.
210	P00270	P00002	Termino, Sr. Presidente. Como eu dizia, também é preciso uma política que valorize as atividades de investigação, em todas as áreas, que ponha fim ao mercado do ensino superior. E o PCP, além das propostas sobre propinas, também apresentou hoje uma proposta para estabelecer a suficiência do formato digital para a apresentação de teses no ensino superior, aliviando os estudantes disso. É preciso uma política que atribua a cada instituição uma função definida e concreta e a dote, ao mesmo tempo, dos meios materiais, humanos e financeiros para a concretizar. É preciso uma política de dinamização do sistema científico enquadrada numa política de defesa da soberania nacional e que use o conhecimento, o saber, a técnica e a ciência como instrumentos de elevação da consciência e do bem-estar de todos os que vivem e trabalham em Portugal.
211	P00001	P00601	Para uma intervenção de encerramento, tem a palavra a Sr.ª Deputada Ana Rita Bessa.
212	P00601	P00002	Sr. Presidente, Srs. Membros do Governo, Srs. Deputados: No final deste debate, realizado a pedido do CDS,…
213	P00006	P00601	Foi requerido pelo PS!
214	P00601	P00002	Sim, pelo PS.
215	P00006	P00601	Disse que tinha sido requerido pelo CDS!
216	P00601	P00002	Ah! Foi um lapso! Estou autocentrada, peço desculpa! Como eu dizia, no final deste debate sobre o tema da ciência, e apenas sobre o tema da ciência, confesso que fiquei perdida com o seu propósito e com as conclusões que podemos levar daqui. Talvez seja falha minha! O Sr. Ministro não trouxe aqui, lamentavelmente, novas ideias ou uma nova visão, mencionando apenas planos de médio prazo e orientações gerais que estão em estudo. Parece que o grande motivo deste debate, a sua grande razão de ser, foi a tomada de posse recente da FCT. De resto, as questões que os grupos parlamentares aqui trouxeram, quer tenham sido as nossas, do CDS, quer tenham sido as dos restantes grupos parlamentares, desde saber como serão concretizadas várias medidas expressas no Programa do Governo às questões laborais e de precariedade, às questões de financiamento da FCT, àquilo que se vai fazer para aumentar os rácios de doutorados nas empresas, nada teve, por parte do Governo, uma resposta clara.
217	P00001	P00600	Para uma intervenção de encerramento, em nome do Bloco de Esquerda, tem a palavra o Sr. Deputado Luís Monteiro.
218	P00600	P00002	Sr. Presidente, Srs. Membros do Governo, Sr. e Srs. Deputados: A primeira premissa para o Bloco de Esquerda, sempre que se abre um debate sobre o futuro da ciência, em Portugal, é recusar uma política de destruição, que foi levada a cabo nos últimos quatro anos de governação de direita. E, portanto, sem esta premissa, dificilmente conseguiremos encontrar novas soluções. Esta premissa de destruição assentava na ideia de uma imagem de um país pobre, de baixos salários, pobre também na democracia, pobre no desenvolvimento e pobre na investigação científica. Isso era desígnio para outras nacionalidades, isso era desígnio para outros centros de investigação lá fora, não era desígnio para um país que apostava nos baixos salários e numa política de austeridade, devastadora para os rendimentos das pessoas. É por isso que, em nome do conhecimento, rejeitamos uma política de privação a esse mesmo conhecimento, seguindo a dos últimos quatro anos. Pelo conhecimento, contra a privação da informação! Em segundo lugar, é preciso, também, rejeitar a ideia de que faz investigação científica apenas o melhor dos melhores. Essa ideia de excelência é perversa a qualquer política pública para a ciência.
219	P00520	P00600	Muito bem!
220	P00600	P00002	Aliás, uma política pública para a ciência aposta numa estratégia de democratização, de procura de soluções científicas para o País na área das políticas da tecnologia, da saúde, do ambiente, da sociedade e de tantas outras. O paradigma último que foi tentado nos últimos quatro anos de produção científica em massa e de produção de indicadores de impacto fez reféns os centros de investigação e os próprios investigadores. A esse frenesim juntou-se o corte no financiamento, menos recursos humanos, despedimentos e menos investimento nos projetos de investigação. A verdade é que também não há investigação científica sem investigadores e os investigadores precisam, mais do que nunca, de contratos de trabalho. Não podemos continuar a admitir que a investigação não é trabalho, e para um trabalho são necessários contratos de trabalho. O atual Estatuto do Bolseiro de Investigação apenas redimensiona o valor do Código do Trabalho para esses mesmos investigadores e, basicamente, cria um regime paralelo que desvia os investigadores de uma série de direitos laborais. A verdade é que também não foi, nem é, apenas nos contratos de trabalho que o flagelo da investigação se vive em Portugal. A avaliação que foi levada a cabo nos últimos quatro anos da governação de PSD e de CDS no que toca aos centros de investigação mostra que se destruiu parte do que era a riqueza da investigação e do desenvolvimento em Portugal. Podemos até admitir que, em primeira mão, poderíamos dizer que sim, que essa avaliação foi feita por uma série de agências independentes, mas, então, o que dizer do corte de financiamento, por exemplo, ao Centro de Linguística da Universidade do Porto, reconhecido internacionalmente? É um dos principais centros da Península Ibérica na linguística e viu, devido à avaliação dessa mesma agência, um corte no seu financiamento.
221	P00520	P00600	Muito bem!
